asset_name,asset_type,asset_id,step,threat,tid,stride,description,compromised,precondition,postcondition,protocol,role,propagation_role,origin_type,relation_type
NyrioService1,Service.App,10,2,Data Tampering,,T,"The protocol relies on underlying TCP for data trustworthiness, leaving the application layer vulnerable to modifications.","sourse(uses),target(uses)","[p,n,n]","[p,p,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioService1,Service.App,10,2,Session Injection,,S,"The lack of a session structure, combined with poor validation, allows attackers to inject commands without needing to know the current session state.","sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioService1,Service.App,10,2,Traffic Snooping,,"S,I",An attacker passively monitors the network traffic.,"sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioService1,Service.App,10,2,Unauthorized Access,,"S,I",Any network device can freely access any level without a required authentication or validation mechanism.,target(uses),"[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioService1,Service.App,10,3,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService1,Service.App,10,3,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,2,Data Tampering,,T,"The protocol relies on underlying TCP for data trustworthiness, leaving the application layer vulnerable to modifications.","sourse(uses),target(uses)","[p,n,n]","[p,p,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService2)
NyrioService2,Service.App,11,2,Session Injection,,S,"The lack of a session structure, combined with poor validation, allows attackers to inject commands without needing to know the current session state.","sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService2)
NyrioService2,Service.App,11,2,Traffic Snooping,,"S,I",An attacker passively monitors the network traffic.,"sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService2)
NyrioService2,Service.App,11,2,Unauthorized Access,,"S,I",Any network device can freely access any level without a required authentication or validation mechanism.,target(uses),"[n,n,n]","[p,n,n]",Modbus TCP,target(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService2)
NyrioService2,Service.App,11,3,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioService2,Service.App,11,3,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,2,Data Tampering,,T,"The protocol relies on underlying TCP for data trustworthiness, leaving the application layer vulnerable to modifications.","sourse(uses),target(uses)","[p,n,n]","[p,p,n]",Modbus TCP,source(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioStudio,Service.App,12,2,Session Injection,,S,"The lack of a session structure, combined with poor validation, allows attackers to inject commands without needing to know the current session state.","sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,source(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioStudio,Service.App,12,2,Traffic Snooping,,"S,I",An attacker passively monitors the network traffic.,"sourse(uses),target(uses)","[n,n,n]","[p,n,n]",Modbus TCP,source(uses),,,(NyrioStudio)-[:uses {protocol: 'tcp'}]->(NyrioService1)
NyrioStudio,Service.App,12,3,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,target(hosts),SystemLayer.OS,hosts
NyrioStudio,Service.App,12,3,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.OS,hosts
OS1,SystemLayer.OS,5,1,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS1,SystemLayer.OS,5,1,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,,,
OS1,SystemLayer.OS,5,1,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS1,SystemLayer.OS,5,1,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS1,SystemLayer.OS,5,1,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,,,
OS1,SystemLayer.OS,5,1,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,,,
OS1,SystemLayer.OS,5,1,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,,,
OS1,SystemLayer.OS,5,1,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,,,
OS1,SystemLayer.OS,5,1,Poisoning,T382,"S,T,D","corruptibility of communication caches and the support data structure, such as routing or naming tables",self,"[n,n,n]","[p,p,p]",,,,,
OS1,SystemLayer.OS,5,1,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,,,
OS1,SystemLayer.OS,5,1,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS1,SystemLayer.OS,5,3,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,target(hosts),HW.SOC,hosts
OS2,SystemLayer.OS,6,1,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS2,SystemLayer.OS,6,1,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,,,
OS2,SystemLayer.OS,6,1,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS2,SystemLayer.OS,6,1,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS2,SystemLayer.OS,6,1,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,,,
OS2,SystemLayer.OS,6,1,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,,,
OS2,SystemLayer.OS,6,1,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,,,
OS2,SystemLayer.OS,6,1,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,,,
OS2,SystemLayer.OS,6,1,Poisoning,T382,"S,T,D","corruptibility of communication caches and the support data structure, such as routing or naming tables",self,"[n,n,n]","[p,p,p]",,,,,
OS2,SystemLayer.OS,6,1,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,,,
OS2,SystemLayer.OS,6,1,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS2,SystemLayer.OS,6,3,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,target(hosts),HW.SOC,hosts
OS3,SystemLayer.OS,7,1,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS3,SystemLayer.OS,7,1,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,,,
OS3,SystemLayer.OS,7,1,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS3,SystemLayer.OS,7,1,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS3,SystemLayer.OS,7,1,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,,,
OS3,SystemLayer.OS,7,1,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,,,
OS3,SystemLayer.OS,7,1,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,,,
OS3,SystemLayer.OS,7,1,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,,,
OS3,SystemLayer.OS,7,1,Poisoning,T382,"S,T,D","corruptibility of communication caches and the support data structure, such as routing or naming tables",self,"[n,n,n]","[p,p,p]",,,,,
OS3,SystemLayer.OS,7,1,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,,,
OS3,SystemLayer.OS,7,1,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,1,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,1,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,1,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,1,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,1,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,,,
OS4,SystemLayer.OS,9,1,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,,,
OS4,SystemLayer.OS,9,1,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,,,
OS4,SystemLayer.OS,9,1,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,,,
OS4,SystemLayer.OS,9,1,Poisoning,T382,"S,T,D","corruptibility of communication caches and the support data structure, such as routing or naming tables",self,"[n,n,n]","[p,p,p]",,,,,
OS4,SystemLayer.OS,9,1,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,,,
OS4,SystemLayer.OS,9,1,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS4,SystemLayer.OS,9,3,Command Injection,T211,"S,T,E","Injecting malicious commands via insecure SCADA protocols (e.g., Modbus) due to lack of integrity validation.","self, target(uses), source(hosts)","[p,p,n]","[p,f,p]",,,source(hosts),Service.SCADA,hosts
OS4,SystemLayer.OS,9,3,Configuration Access,T214,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.HMI,hosts
OS4,SystemLayer.OS,9,3,Fingerprinting,T413,I,"Reading state/memory to inventory system for later strategy (information leakage, enumeration).","self, target(hosts)","[n,n,n]","[p,n,n]",,,target(hosts),HW.HMI,hosts
OS4,SystemLayer.OS,9,3,Unauthorized Access,T113,"S,I","Exploiting weak protocol security, the attacker compromises the Engineering Station or HMI to gain unauthorized access, enabling them to push malicious control logic to the PLC.","self, target(hosts)","[n,n,n]","[p,n,n]",,,target(hosts),HW.HMI,hosts
OS5,SystemLayer.OS,21,1,Account Hijacking,T388,S,"In account hijacking, a hacker uses a compromised account to impersonate the account owner. Typically, account hijacking is carried out through social engineering, phishing, sending spoofed emails to the user, password guessing or a number of other hacking tactics. In many cases, the outcome of an account hijacking is the hacker will have full system access and the ability to laterally access other systems on the target user network. The effective breach scope may expand to other services, such as financial and social networks, due to password re-use across services.","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS5,SystemLayer.OS,21,1,Advanced Persistent Threats (APTs),T389,S,"An advanced persistent threat (APT) is a system attack in which an unauthorized actor gains access to the infrastructure and remains undetected. The intention of an APT attack is to locate and steal data and evade detection, rather than to cause damage to the network or organization. APT attacks target organizations in sectors with high-value information, such as national defence, manufacturing, infrastructure, medical, scientific, and the financial industry.","self, target(hosts)","n,n,n]","[p,p,n]",,,,,
OS5,SystemLayer.OS,21,1,Authentication Abuse,T385,S,An Adversy is able to access the OS abusing the authentication system.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS5,SystemLayer.OS,21,1,Authorization Abuse,T386,S,An adversary is able to circumvent the authorization controls accessing data and services that should be not accessible to him.,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS5,SystemLayer.OS,21,1,Crash,T384,D,"An Adversary is able to stop with a failure the full VM, causing, eventually, a lost of data.","self, target(hosts)","[n,n,n]","[n,p,f]",,,,,
OS5,SystemLayer.OS,21,1,Data Breach,T383,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised lo do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","p,n,n]",,,,,
OS5,SystemLayer.OS,21,1,Data Deletion,T390,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,,,
OS5,SystemLayer.OS,21,1,Elevation of privileges,T387,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,,,
OS5,SystemLayer.OS,21,1,Poisoning,T382,"S,T,D","corruptibility of communication caches and the support data structure, such as routing or naming tables",self,"[n,n,n]","[p,p,p]",,,,,
OS5,SystemLayer.OS,21,1,Scanning,T392,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,,,
OS5,SystemLayer.OS,21,1,Unauthorized Code Execution,T391,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
OS5,SystemLayer.OS,21,3,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,target(hosts),HW.SOC,hosts
PLC1,HW.PLC,20,1,ADC attack,T417,T,The attacker modifies the ADC reading values,self,"[n,n,n]","[p,n,n]",,,,,
PLC1,HW.PLC,20,1,Credentials from Password Stores,T409,I,Attacker reads cached or stored passwords remotely,self,"[n,n,n]","[f,n,n]",,,,,
PLC1,HW.PLC,20,1,DoS attack,T118,D,The attacker can make the PLC unavailable,self,"[n,n,n]","[n,n,p]",,,,,
PLC1,HW.PLC,20,1,Exploitation of Known Vulnerabilities,T208,"T,E","Exploiting software/hardware bugs (e.g., Buffer Overflow) to gain arbitrary code execution on the controller.","self,target(hosts)","[p,p,p]","[f,f,p]",,,,,
